Geburtsland in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Country of birth of residents in Vienna by sex and of Vienna subdistrict;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;91100;91108;2;417;6;3;2;7;8;3;0;1;5;26;356;20160101
AT1;AT13;AT130;91100;91109;2;1299;57;9;26;35;18;7;59;12;10;86;980;20160101
AT1;AT13;AT130;91100;91110;2;13552;664;711;164;304;374;71;275;107;121;1024;9737;20160101
AT1;AT13;AT130;91100;91111;2;2394;89;87;15;44;45;8;73;26;43;555;1409;20160101
AT1;AT13;AT130;91100;91112;2;173;6;1;2;0;2;0;18;0;1;4;139;20160101
AT1;AT13;AT130;91100;91113;2;2491;112;57;54;82;52;19;46;23;30;240;1776;20160101
AT1;AT13;AT130;91100;91199;2;47;0;0;1;0;0;0;0;0;1;0;45;20160101
AT1;AT13;AT130;91200;91201;2;2160;198;107;61;71;81;23;61;17;49;348;1144;20160101
AT1;AT13;AT130;91200;91202;2;9079;927;458;165;376;333;85;213;80;131;1243;5068;20160101
AT1;AT13;AT130;91200;91203;2;2643;240;240;31;66;78;15;61;24;15;346;1527;20160101
AT1;AT13;AT130;91200;91204;2;4857;411;223;119;167;137;46;157;48;96;831;2622;20160101
AT1;AT13;AT130;91200;91205;2;4480;343;206;104;132;129;32;93;49;69;658;2665;20160101
AT1;AT13;AT130;91200;91206;2;4828;421;130;171;172;139;38;106;47;80;718;2806;20160101
AT1;AT13;AT130;91200;91207;2;3582;214;165;65;80;66;17;60;41;25;410;2439;20160101
AT1;AT13;AT130;91200;91208;2;2385;215;84;43;77;90;21;41;39;32;263;1480;20160101
AT1;AT13;AT130;91200;91209;2;4225;288;367;37;80;92;15;40;29;24;635;2618;20160101
AT1;AT13;AT130;91200;91210;2;5216;253;161;80;134;186;47;104;49;123;569;3510;20160101
AT1;AT13;AT130;91200;91211;2;5148;168;82;135;86;58;31;56;63;68;458;3943;20160101
AT1;AT13;AT130;91200;91299;2;4;0;0;0;0;0;0;0;0;0;0;4;20160101
AT1;AT13;AT130;91300;91301;2;254;12;1;21;2;1;1;5;6;6;22;177;20160101
AT1;AT13;AT130;91300;91302;2;3370;61;26;227;75;18;19;30;47;54;416;2397;20160101
AT1;AT13;AT130;91300;91303;2;5114;155;43;196;127;45;26;76;71;167;704;3504;20160101
AT1;AT13;AT130;91300;91304;2;5543;105;39;237;112;38;19;62;99;85;564;4183;20160101
AT1;AT13;AT130;91300;91305;2;2436;69;10;88;48;17;8;22;36;26;251;1861;20160101
AT1;AT13;AT130;91300;91306;2;1381;34;4;63;26;14;7;10;11;16;169;1027;20160101
AT1;AT13;AT130;91300;91307;2;1775;67;31;37;29;29;8;21;30;30;177;1316;20160101
AT1;AT13;AT130;91300;91308;2;3795;95;25;122;53;32;14;46;65;61;383;2899;20160101
AT1;AT13;AT130;91300;91309;2;2778;119;41;55;45;27;6;30;44;26;469;1916;20160101
AT1;AT13;AT130;91300;91310;2;121;0;0;3;1;5;0;1;2;0;10;99;20160101
AT1;AT13;AT130;91300;91311;2;2226;15;1;80;31;3;7;10;28;14;178;1859;20160101
AT1;AT13;AT130;91300;91399;2;6;0;0;1;0;0;0;0;0;0;0;5;20160101
AT1;AT13;AT130;91400;91401;2;3890;290;92;117;110;97;35;65;41;55;441;2547;20160101
AT1;AT13;AT130;91400;91402;2;4464;545;221;130;184;176;54;137;40;80;556;2341;20160101
AT1;AT13;AT130;91400;91403;2;4961;265;79;186;131;86;29;71;57;85;628;3344;20160101
AT1;AT13;AT130;91400;91404;2;10646;806;338;202;359;327;86;230;110;147;1091;6950;20160101
AT1;AT13;AT130;91400;91405;2;2231;95;42;46;33;30;11;26;22;11;161;1754;20160101
AT1;AT13;AT130;91400;91406;2;6533;346;121;155;162;128;51;127;75;107;734;4527;20160101
AT1;AT13;AT130;91400;91407;2;1557;127;75;17;37;40;12;17;11;6;147;1068;20160101
AT1;AT13;AT130;91400;91408;2;2113;74;29;43;29;21;11;14;22;20;185;1665;20160101
AT1;AT13;AT130;91400;91409;2;194;2;0;1;1;0;0;4;1;2;107;76;20160101
AT1;AT13;AT130;91400;91410;2;4313;117;43;146;71;57;22;42;58;54;443;3260;20160101
AT1;AT13;AT130;91400;91411;2;3464;27;7;105;33;9;6;27;66;24;229;2931;20160101
AT1;AT13;AT130;91400;91412;2;3255;55;22;106;58;28;11;23;34;44;265;2609;20160101
AT1;AT13;AT130;91400;91499;2;59;2;0;3;2;1;0;0;0;0;6;45;20160101
AT1;AT13;AT130;91500;91501;2;5588;549;275;161;160;197;46;108;62;95;720;3215;20160101
AT1;AT13;AT130;91500;91502;2;5099;563;248;161;203;204;63;167;31;117;869;2473;20160101
AT1;AT13;AT130;91500;91503;2;6437;676;302;187;197;276;69;199;52;126;1232;3121;20160101
AT1;AT13;AT130;91500;91504;2;4159;400;218;106;144;176;45;116;37;71;920;1926;20160101
AT1;AT13;AT130;91500;91505;2;5969;526;262;148;169;214;52;150;55;91;889;3413;20160101
AT1;AT13;AT130;91500;91506;2;7411;885;385;186;297;288;93;265;52;112;999;3849;20160101
AT1;AT13;AT130;91500;91507;2;4712;413;212;104;133;168;45;93;54;45;490;2955;20160101
AT1;AT13;AT130;91600;91601;2;7336;780;425;265;231;177;45;232;47;107;1118;3909;20160101
AT1;AT13;AT130;91600;91602;2;4064;580;247;126;179;150;31;144;25;59;682;1841;20160101
AT1;AT13;AT130;91600;91603;2;6677;749;378;110;177;166;56;113;63;57;658;4150;20160101
AT1;AT13;AT130;91600;91604;2;4526;403;216;98;131;114;21;105;45;48;498;2847;20160101
AT1;AT13;AT130;91600;91605;2;8356;991;256;177;314;234;84;202;66;113;899;5020;20160101
AT1;AT13;AT130;91600;91606;2;5465;501;304;111;139;115;33;67;63;37;554;3541;20160101
AT1;AT13;AT130;91600;91607;2;5617;511;277;109;174;104;22;91;48;53;582;3646;20160101
AT1;AT13;AT130;91600;91608;2;1960;65;47;31;26;18;10;21;25;12;211;1494;20160101
AT1;AT13;AT130;91600;91609;2;3101;43;16;99;42;10;11;12;44;21;208;2595;20160101
AT1;AT13;AT130;91600;91610;2;5284;859;413;124;207;193;58;190;44;66;832;2298;20160101
AT1;AT13;AT130;91600;91699;2;28;1;0;0;0;1;1;2;0;0;1;22;20160101
AT1;AT13;AT130;91700;91701;2;5607;511;177;183;215;171;39;158;54;82;714;3303;20160101
AT1;AT13;AT130;91700;91702;2;7528;778;302;261;298;217;74;222;37;123;1122;4094;20160101
AT1;AT13;AT130;91700;91703;2;9061;886;310;241;319;329;71;166;85;116;959;5579;20160101
AT1;AT13;AT130;91700;91704;2;2138;58;10;56;28;13;7;10;36;18;183;1719;20160101
AT1;AT13;AT130;91700;91705;2;3291;104;44;113;61;28;10;32;37;28;308;2526;20160101
AT1;AT13;AT130;91700;91706;2;1315;29;5;45;16;9;1;9;23;18;212;948;20160101
AT1;AT13;AT130;91700;91799;2;11;0;0;0;0;0;0;0;0;0;0;11;20160101
AT1;AT13;AT130;91800;91801;2;1177;17;12;77;12;4;7;15;16;15;204;798;20160101
AT1;AT13;AT130;91800;91802;2;7732;351;138;403;185;104;42;98;85;94;1217;5015;20160101
AT1;AT13;AT130;91800;91803;2;8187;572;159;415;248;182;66;196;65;145;1260;4879;20160101
AT1;AT13;AT130;91800;91804;2;5019;173;46;184;81;64;12;67;50;65;636;3641;20160101
AT1;AT13;AT130;91800;91805;2;5257;73;36;227;63;21;17;47;70;81;798;3824;20160101
AT1;AT13;AT130;91800;91899;2;3;0;0;1;0;0;0;0;0;0;0;2;20160101
AT1;AT13;AT130;91900;91901;2;3172;72;31;130;69;25;10;36;46;59;419;2275;20160101
AT1;AT13;AT130;91900;91902;2;5341;296;141;110;151;68;33;88;79;71;813;3491;20160101
AT1;AT13;AT130;91900;91903;2;317;10;9;15;8;11;8;13;2;6;106;129;20160101
AT1;AT13;AT130;91900;91904;2;7589;296;131;289;139;80;36;127;102;111;1285;4993;20160101
AT1;AT13;AT130;91900;91905;2;3942;107;44;160;57;40;18;54;59;65;680;2658;20160101
AT1;AT13;AT130;91900;91906;2;2652;25;12;111;27;15;8;19;32;29;435;1939;20160101
AT1;AT13;AT130;91900;91907;2;1590;18;8;65;32;7;4;19;26;25;208;1178;20160101
AT1;AT13;AT130;91900;91908;2;7027;275;99;180;153;69;33;77;118;124;905;4994;20160101
AT1;AT13;AT130;91900;91909;2;2237;55;47;111;33;16;8;37;29;45;516;1340;20160101
AT1;AT13;AT130;91900;91910;2;4828;77;35;178;76;18;17;38;58;52;716;3563;20160101
AT1;AT13;AT130;91900;91999;2;19;0;0;1;0;0;0;1;0;1;2;14;20160101
AT1;AT13;AT130;92000;92001;2;4375;353;328;39;111;149;23;57;46;33;567;2669;20160101
AT1;AT13;AT130;92000;92002;2;7646;737;498;136;260;215;43;191;70;72;1268;4156;20160101
AT1;AT13;AT130;92000;92003;2;7085;621;411;222;168;177;51;167;70;114;1028;4056;20160101
AT1;AT13;AT130;92000;92004;2;4946;300;309;70;137;142;31;68;48;93;933;2815;20160101
AT1;AT13;AT130;92000;92005;2;5738;537;400;183;182;150;45;232;35;79;949;2946;20160101
AT1;AT13;AT130;92000;92006;2;4521;322;395;60;100;108;27;77;41;52;638;2701;20160101
AT1;AT13;AT130;92000;92007;2;6783;494;447;96;188;182;42;104;82;77;920;4151;20160101
AT1;AT13;AT130;92000;92008;2;2816;285;148;68;113;102;15;91;33;37;384;1540;20160101
AT1;AT13;AT130;92000;92099;2;15;0;0;0;1;0;0;1;0;0;3;10;20160101
AT1;AT13;AT130;92100;92101;2;721;21;2;13;9;3;0;8;6;2;13;644;20160101
AT1;AT13;AT130;92100;92102;2;3665;96;39;56;142;64;15;23;35;36;316;2843;20160101
AT1;AT13;AT130;92100;92103;2;3477;81;46;55;118;33;13;19;22;36;262;2792;20160101
AT1;AT13;AT130;92100;92104;2;2180;62;23;33;25;13;7;34;22;15;218;1728;20160101
AT1;AT13;AT130;92100;92105;2;9773;433;491;103;165;97;22;114;145;51;1161;6991;20160101
AT1;AT13;AT130;92100;92106;2;1273;64;18;22;27;15;8;33;9;24;356;697;20160101
AT1;AT13;AT130;92100;92107;2;2197;115;38;31;64;40;4;28;25;31;266;1555;20160101
AT1;AT13;AT130;92100;92108;2;1382;43;31;13;17;13;3;11;11;14;141;1085;20160101
AT1;AT13;AT130;92100;92109;2;3546;106;60;54;160;30;3;30;43;26;330;2704;20160101
AT1;AT13;AT130;92100;92110;2;2431;140;74;32;64;51;14;41;23;23;254;1715;20160101
AT1;AT13;AT130;92100;92111;2;2679;87;31;34;94;42;12;42;33;33;351;1920;20160101
AT1;AT13;AT130;92100;92112;2;4265;200;280;40;105;52;9;36;34;20;505;2984;20160101
AT1;AT13;AT130;92100;92113;2;2570;34;18;62;43;11;22;22;30;15;172;2141;20160101
AT1;AT13;AT130;92100;92114;2;2681;109;68;29;46;20;8;49;30;14;240;2068;20160101
AT1;AT13;AT130;92100;92115;2;2521;77;55;41;63;24;8;19;33;44;210;1947;20160101
AT1;AT13;AT130;92100;92116;2;1743;16;2;36;17;6;3;14;29;12;115;1493;20160101
AT1;AT13;AT130;92100;92117;2;3412;232;163;37;80;33;8;35;43;28;381;2372;20160101
AT1;AT13;AT130;92100;92118;2;3762;212;132;73;131;56;28;91;49;58;499;2433;20160101
AT1;AT13;AT130;92100;92119;2;1702;83;34;21;46;18;9;28;13;23;210;1217;20160101
AT1;AT13;AT130;92100;92120;2;1170;92;37;17;50;46;13;15;15;10;145;730;20160101
AT1;AT13;AT130;92100;92121;2;3118;288;97;56;115;57;11;80;33;39;434;1908;20160101
AT1;AT13;AT130;92100;92122;2;4666;202;115;86;145;85;20;87;74;79;720;3053;20160101
AT1;AT13;AT130;92100;92123;2;5529;332;104;122;210;116;26;125;60;91;781;3562;20160101
AT1;AT13;AT130;92100;92124;2;2629;81;49;49;84;40;10;46;35;33;264;1938;20160101
AT1;AT13;AT130;92100;92125;2;2464;63;42;59;85;30;9;26;23;21;281;1825;20160101
AT1;AT13;AT130;92100;92126;2;4244;144;95;91;114;74;24;40;43;59;460;3100;20160101
AT1;AT13;AT130;92100;92127;2;819;10;5;22;9;4;2;7;11;5;136;608;20160101
AT1;AT13;AT130;92100;92128;2;121;15;6;3;4;12;6;2;0;2;15;56;20160101
AT1;AT13;AT130;92100;92129;2;108;0;0;1;0;1;0;0;0;0;4;102;20160101
AT1;AT13;AT130;92100;92130;2;13;1;1;0;0;0;0;0;0;0;2;9;20160101
AT1;AT13;AT130;92100;92199;2;74;1;0;0;0;1;1;0;0;1;1;69;20160101
AT1;AT13;AT130;92200;92201;2;1054;20;16;13;17;3;3;17;6;17;127;815;20160101
AT1;AT13;AT130;92200;92202;2;2603;59;26;50;38;24;6;22;17;23;310;2028;20160101
AT1;AT13;AT130;92200;92203;2;762;30;9;10;11;7;5;9;7;7;69;598;20160101
AT1;AT13;AT130;92200;92204;2;2025;39;17;36;40;15;1;20;32;16;136;1673;20160101
AT1;AT13;AT130;92200;92205;2;5697;138;83;129;227;75;23;67;53;84;789;4029;20160101
AT1;AT13;AT130;92200;92206;2;6099;207;187;54;177;66;19;46;62;35;591;4655;20160101
AT1;AT13;AT130;92200;92207;2;2479;48;12;42;76;20;7;28;29;24;261;1932;20160101
AT1;AT13;AT130;92200;92208;2;8998;415;291;90;305;185;28;147;79;83;1489;5886;20160101
AT1;AT13;AT130;92200;92209;2;7755;321;262;108;210;83;34;92;90;53;1074;5428;20160101
AT1;AT13;AT130;92200;92210;2;4200;110;70;97;101;68;27;56;49;46;820;2756;20160101
AT1;AT13;AT130;92200;92211;2;5745;242;93;100;162;66;26;100;82;68;827;3979;20160101
AT1;AT13;AT130;92200;92212;2;1850;83;82;39;37;20;5;18;31;13;328;1194;20160101
AT1;AT13;AT130;92200;92213;2;3550;150;79;64;84;42;12;47;51;40;482;2499;20160101
AT1;AT13;AT130;92200;92214;2;2654;63;23;47;49;16;6;13;22;12;158;2245;20160101
AT1;AT13;AT130;92200;92215;2;4692;207;185;72;102;46;11;46;64;47;447;3465;20160101
AT1;AT13;AT130;92200;92216;2;1015;36;27;19;24;13;3;7;10;8;86;782;20160101
AT1;AT13;AT130;92200;92217;2;1070;19;22;16;24;5;9;13;11;10;119;822;20160101
AT1;AT13;AT130;92200;92218;2;3258;90;55;36;80;34;16;27;42;22;276;2580;20160101
AT1;AT13;AT130;92200;92219;2;3010;188;77;57;72;52;15;62;33;52;360;2042;20160101
AT1;AT13;AT130;92200;92220;2;1610;58;60;31;20;17;8;22;20;15;214;1145;20160101
AT1;AT13;AT130;92200;92221;2;1324;33;13;27;34;15;2;9;14;16;141;1020;20160101
AT1;AT13;AT130;92200;92222;2;3206;67;24;36;224;33;9;28;39;19;284;2443;20160101
AT1;AT13;AT130;92200;92223;2;2598;72;18;36;48;23;9;24;14;33;352;1969;20160101
AT1;AT13;AT130;92200;92224;2;3069;55;16;51;113;31;6;34;32;28;278;2425;20160101
AT1;AT13;AT130;92200;92225;2;1151;15;1;20;11;7;2;5;13;13;85;979;20160101
AT1;AT13;AT130;92200;92226;2;2001;26;1;58;29;6;2;30;20;22;183;1624;20160101
AT1;AT13;AT130;92200;92227;2;3672;53;17;67;66;16;14;18;39;39;318;3025;20160101
AT1;AT13;AT130;92200;92228;2;1933;42;26;39;45;15;2;18;17;16;196;1517;20160101
AT1;AT13;AT130;92200;92229;2;1895;64;31;35;35;10;8;25;26;17;211;1433;20160101
AT1;AT13;AT130;92200;92230;2;6;0;0;0;0;0;0;0;0;0;1;5;20160101
AT1;AT13;AT130;92200;92231;2;1058;22;21;23;26;14;3;24;23;17;193;692;20160101
AT1;AT13;AT130;92200;92232;2;2199;79;25;42;129;78;17;28;21;33;572;1175;20160101
AT1;AT13;AT130;92200;92299;2;113;3;4;2;0;1;0;2;1;4;10;86;20160101
AT1;AT13;AT130;92300;92301;2;1453;67;21;29;27;42;9;34;14;14;156;1040;20160101
AT1;AT13;AT130;92300;92302;2;2439;153;43;37;46;93;13;45;25;22;247;1715;20160101
AT1;AT13;AT130;92300;92303;2;1844;58;19;36;23;28;2;20;23;15;133;1487;20160101
AT1;AT13;AT130;92300;92304;2;4015;152;125;40;100;155;26;55;29;41;329;2963;20160101
AT1;AT13;AT130;92300;92305;2;4822;198;172;79;113;102;19;57;34;40;419;3589;20160101
AT1;AT13;AT130;92300;92306;2;493;28;2;10;11;8;3;7;3;2;34;385;20160101
AT1;AT13;AT130;92300;92307;2;5116;245;149;79;105;120;36;82;48;60;439;3753;20160101
AT1;AT13;AT130;92300;92308;2;2288;64;48;42;44;26;8;34;29;19;155;1819;20160101
AT1;AT13;AT130;92300;92309;2;3893;116;60;102;57;51;14;51;72;62;298;3010;20160101
AT1;AT13;AT130;92300;92310;2;2762;103;58;42;35;45;7;39;35;22;218;2158;20160101
AT1;AT13;AT130;92300;92311;2;4282;139;70;106;80;54;34;60;51;67;416;3205;20160101
AT1;AT13;AT130;92300;92312;2;2992;118;54;76;53;31;7;33;23;41;262;2294;20160101
AT1;AT13;AT130;92300;92313;2;2216;33;11;64;31;8;2;17;35;16;149;1850;20160101
AT1;AT13;AT130;92300;92314;2;2617;51;21;115;43;16;14;15;31;25;210;2076;20160101
AT1;AT13;AT130;92300;92315;2;1196;20;6;52;21;8;6;15;11;10;85;962;20160101
AT1;AT13;AT130;92300;92316;2;1267;20;13;36;20;9;5;13;38;16;107;990;20160101
AT1;AT13;AT130;92300;92317;2;135;10;7;3;3;0;0;1;1;0;14;96;20160101
AT1;AT13;AT130;92300;92318;2;2793;86;86;42;67;34;14;19;19;23;168;2235;20160101
AT1;AT13;AT130;92300;92319;2;5227;105;76;88;129;58;15;52;87;52;385;4180;20160101
AT1;AT13;AT130;92300;92399;2;44;1;2;1;2;1;0;0;1;0;5;31;20160101
AT1;AT13;AT130;90100;90101;1;1975;46;14;99;28;10;15;18;21;20;426;1278;20160101
AT1;AT13;AT130;90100;90102;1;732;18;6;32;7;3;2;13;13;5;165;468;20160101
AT1;AT13;AT130;90100;90103;1;1009;35;16;41;8;6;4;15;8;9;238;629;20160101
AT1;AT13;AT130;90100;90104;1;726;21;6;42;7;4;4;6;11;8;108;509;20160101
AT1;AT13;AT130;90100;90105;1;1023;14;4;41;5;4;9;11;8;6;195;726;20160101
AT1;AT13;AT130;90100;90106;1;1238;18;6;60;13;10;12;14;11;7;194;893;20160101
AT1;AT13;AT130;90100;90107;1;1313;27;14;60;9;7;8;16;20;24;276;852;20160101
AT1;AT13;AT130;90200;90201;1;7284;353;388;171;139;203;33;80;39;58;1041;4779;20160101
AT1;AT13;AT130;90200;90202;1;5785;494;245;219;178;140;33;174;22;84;1167;3029;20160101
AT1;AT13;AT130;90200;90203;1;6465;334;154;280;135;93;53;96;32;81;1146;4061;20160101
AT1;AT13;AT130;90200;90204;1;7514;358;178;331;161;109;38;138;35;124;1591;4451;20160101
AT1;AT13;AT130;90200;90205;1;4603;227;89;188;202;68;22;45;36;70;1040;2616;20160101
AT1;AT13;AT130;90200;90206;1;3751;179;111;159;151;43;20;75;28;33;582;2370;20160101
AT1;AT13;AT130;90200;90207;1;6731;674;295;244;235;128;57;166;50;90;1447;3345;20160101
AT1;AT13;AT130;90200;90208;1;1265;43;28;28;20;13;5;8;9;15;199;897;20160101
AT1;AT13;AT130;90200;90209;1;7829;565;525;116;200;154;34;130;49;58;1143;4855;20160101
AT1;AT13;AT130;90300;90301;1;5814;220;92;292;156;78;36;77;49;72;1103;3639;20160101
AT1;AT13;AT130;90300;90302;1;4366;133;37;218;59;43;21;41;33;73;644;3064;20160101
AT1;AT13;AT130;90300;90303;1;2907;77;33;167;40;16;19;33;23;40;547;1912;20160101
AT1;AT13;AT130;90300;90304;1;5418;400;129;214;273;139;43;96;32;107;1116;2869;20160101
AT1;AT13;AT130;90300;90305;1;3904;166;79;154;120;69;35;82;34;51;632;2482;20160101
AT1;AT13;AT130;90300;90306;1;7220;391;268;211;183;155;53;132;41;68;1123;4595;20160101
AT1;AT13;AT130;90300;90307;1;3173;133;125;48;68;54;18;30;21;29;1071;1576;20160101
AT1;AT13;AT130;90300;90308;1;945;20;10;50;5;9;3;8;16;15;93;716;20160101
AT1;AT13;AT130;90300;90309;1;4135;146;59;186;83;59;22;32;50;47;587;2864;20160101
AT1;AT13;AT130;90300;90310;1;3982;269;244;110;99;91;36;59;26;45;700;2303;20160101
AT1;AT13;AT130;90300;90311;1;1926;108;85;52;44;44;13;16;7;17;258;1282;20160101
AT1;AT13;AT130;90400;90401;1;1127;24;13;60;22;6;12;5;7;13;275;690;20160101
AT1;AT13;AT130;90400;90402;1;5140;167;109;291;116;48;22;67;29;75;1086;3130;20160101
AT1;AT13;AT130;90400;90403;1;6024;218;97;334;117;82;51;74;45;78;1075;3853;20160101
AT1;AT13;AT130;90400;90404;1;3400;151;85;179;60;48;23;48;15;57;594;2140;20160101
AT1;AT13;AT130;90500;90501;1;5698;261;130;308;122;94;23;104;46;77;856;3677;20160101
AT1;AT13;AT130;90500;90502;1;10037;815;531;260;338;269;68;189;68;113;1998;5388;20160101
AT1;AT13;AT130;90500;90503;1;8556;702;435;351;326;241;77;163;49;139;1588;4485;20160101
AT1;AT13;AT130;90500;90504;1;3228;184;77;186;118;70;19;96;21;48;563;1846;20160101
AT1;AT13;AT130;90500;90599;1;1;0;0;0;0;0;0;0;0;0;0;1;20160101
AT1;AT13;AT130;90600;90601;1;3638;100;54;192;57;36;12;29;16;51;628;2463;20160101
AT1;AT13;AT130;90600;90602;1;4846;201;137;267;129;92;31;63;20;56;941;2909;20160101
AT1;AT13;AT130;90600;90603;1;6800;255;152;371;148;110;42;87;59;90;1156;4330;20160101
AT1;AT13;AT130;90700;90701;1;2794;99;45;203;49;32;10;18;14;14;445;1865;20160101
AT1;AT13;AT130;90700;90702;1;1477;31;13;103;21;12;9;23;6;21;233;1005;20160101
AT1;AT13;AT130;90700;90703;1;2432;69;40;145;32;44;17;29;12;30;409;1605;20160101
AT1;AT13;AT130;90700;90704;1;5083;221;106;356;70;110;34;47;27;64;917;3131;20160101
AT1;AT13;AT130;90700;90705;1;3958;210;89;211;78;55;20;41;28;49;716;2461;20160101
AT1;AT13;AT130;90800;90801;1;3117;177;46;145;40;45;17;91;18;65;758;1715;20160101
AT1;AT13;AT130;90800;90802;1;5428;162;60;391;64;57;26;49;33;75;820;3691;20160101
AT1;AT13;AT130;90800;90803;1;3849;170;67;231;66;42;23;41;20;46;759;2384;20160101
AT1;AT13;AT130;90800;90899;1;6;0;0;0;0;0;0;0;0;0;0;6;20160101
AT1;AT13;AT130;90900;90901;1;4284;219;97;236;82;72;24;62;33;48;751;2660;20160101
AT1;AT13;AT130;90900;90902;1;5417;243;64;289;93;68;21;46;40;62;1011;3480;20160101
AT1;AT13;AT130;90900;90903;1;3412;122;42;116;71;30;11;32;16;24;1633;1315;20160101
AT1;AT13;AT130;90900;90904;1;4672;259;100;272;130;77;22;43;35;78;870;2786;20160101
AT1;AT13;AT130;90900;90905;1;2599;55;29;185;20;12;5;28;19;28;535;1683;20160101
AT1;AT13;AT130;90900;90906;1;1060;33;15;87;9;7;6;6;9;9;201;678;20160101
AT1;AT13;AT130;91000;91001;1;2233;133;140;57;52;88;9;27;4;20;297;1406;20160101
AT1;AT13;AT130;91000;91002;1;10453;1016;961;138;419;328;70;261;46;153;1999;5062;20160101
AT1;AT13;AT130;91000;91003;1;3667;342;322;66;145;128;32;79;27;41;433;2052;20160101
AT1;AT13;AT130;91000;91004;1;4905;537;387;98;191;166;45;144;31;91;1348;1867;20160101
AT1;AT13;AT130;91000;91005;1;9337;972;885;113;259;379;81;244;43;117;1483;4761;20160101
AT1;AT13;AT130;91000;91006;1;6941;704;696;129;271;337;58;212;36;75;1471;2952;20160101
AT1;AT13;AT130;91000;91007;1;6305;596;405;93;206;244;61;115;52;92;857;3584;20160101
AT1;AT13;AT130;91000;91008;1;5166;503;416;79;209;264;44;181;30;73;902;2465;20160101
AT1;AT13;AT130;91000;91009;1;2305;174;162;20;40;72;7;28;9;28;215;1550;20160101
AT1;AT13;AT130;91000;91010;1;8748;681;794;101;171;302;48;125;57;53;1192;5224;20160101
AT1;AT13;AT130;91000;91011;1;4391;189;404;31;43;62;22;27;17;26;519;3051;20160101
AT1;AT13;AT130;91000;91012;1;1266;37;33;27;22;47;3;13;3;10;178;893;20160101
AT1;AT13;AT130;91000;91013;1;2365;170;101;27;21;32;16;15;21;17;108;1837;20160101
AT1;AT13;AT130;91000;91014;1;2028;112;67;21;15;30;6;13;13;2;117;1632;20160101
AT1;AT13;AT130;91000;91015;1;3038;158;121;34;43;133;25;26;14;16;204;2264;20160101
AT1;AT13;AT130;91000;91016;1;2880;73;67;33;19;31;4;21;16;15;170;2431;20160101
AT1;AT13;AT130;91000;91017;1;442;11;4;7;2;2;1;9;2;1;11;392;20160101
AT1;AT13;AT130;91000;91018;1;2136;50;21;29;36;34;9;17;8;15;111;1806;20160101
AT1;AT13;AT130;91000;91019;1;1333;37;22;28;15;15;5;16;16;23;83;1073;20160101
AT1;AT13;AT130;91000;91020;1;4463;189;355;40;43;63;5;45;34;12;287;3390;20160101
AT1;AT13;AT130;91000;91021;1;2969;80;127;29;48;46;8;13;8;21;185;2404;20160101
AT1;AT13;AT130;91000;91022;1;3618;320;203;87;212;119;31;100;19;65;737;1725;20160101
AT1;AT13;AT130;91000;91023;1;5231;396;436;69;134;169;47;117;26;99;737;3001;20160101
AT1;AT13;AT130;91000;91099;1;76;2;5;1;2;3;0;1;0;0;4;58;20160101
AT1;AT13;AT130;91100;91101;1;1301;40;83;60;24;27;10;14;3;15;335;690;20160101
AT1;AT13;AT130;91100;91102;1;7893;588;486;106;216;217;65;184;39;84;1107;4801;20160101
AT1;AT13;AT130;91100;91103;1;8375;744;596;116;315;273;68;224;40;116;1184;4699;20160101
AT1;AT13;AT130;91100;91104;1;2377;186;139;28;49;75;12;46;12;27;360;1443;20160101
AT1;AT13;AT130;91100;91105;1;5460;260;290;55;108;126;22;69;30;29;385;4086;20160101
AT1;AT13;AT130;91100;91106;1;164;8;3;0;2;3;0;1;0;2;3;142;20160101
AT1;AT13;AT130;91100;91107;1;3079;136;198;36;40;47;13;54;21;32;225;2277;20160101
AT1;AT13;AT130;91100;91108;1;384;10;4;3;3;11;4;3;5;1;16;324;20160101
AT1;AT13;AT130;91100;91109;1;1247;32;10;19;25;29;4;65;5;15;58;985;20160101
AT1;AT13;AT130;91100;91110;1;12274;569;773;142;238;328;79;226;56;73;822;8968;20160101
AT1;AT13;AT130;91100;91111;1;2665;120;91;23;48;41;12;69;22;63;753;1423;20160101
AT1;AT13;AT130;91100;91112;1;300;6;1;0;0;4;2;20;1;0;136;130;20160101
AT1;AT13;AT130;91100;91113;1;2340;89;63;33;84;41;13;41;17;38;238;1683;20160101
AT1;AT13;AT130;91100;91199;1;44;0;0;2;0;0;0;2;0;1;0;39;20160101
AT1;AT13;AT130;91200;91201;1;2177;235;112;55;58;87;12;50;14;57;391;1106;20160101
AT1;AT13;AT130;91200;91202;1;8864;838;528;120;410;359;80;152;48;88;1376;4865;20160101
AT1;AT13;AT130;91200;91203;1;2586;194;241;19;45;49;9;31;15;13;390;1580;20160101
AT1;AT13;AT130;91200;91204;1;5014;441;245;141;174;151;55;157;25;85;992;2548;20160101
AT1;AT13;AT130;91200;91205;1;4189;316;214;99;124;124;34;66;20;44;686;2462;20160101
